나라,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
사우디아라비아,2.6744,3.5683,6.25,6.9388,7.0412,4.2163,6.4073,25.4855,29.0791,35.271,45.2513,59.7567,70.2817,95.0536,98.7019,83.2609,101.4596,118.0705,115.0246,138.0047,169.2404,175.3045,157.8933,160.837,155.5124,172.4212,204.6038,190.4469,202.2519,203.4239,208.497,288.5455,316.1747,340.6424,333.643,268.1319,263.3258,221.67,213.1569,231.4825,302.3282,302.7028,331.9798,333.9907,401.0132,402.8477,439.1169,394.1028,440.3436,473.2149,524.6041,502.9261,566.8255,544.5636,612.8419,678.8493,697.4203,680.8539,686.8963,707.1252,610.773,631.4373,662.5494
세네갈,0.82738,0.81267,0.81267,0.86027,0.9225,1.692,1.7176,0.69914,0.098126,0.49014,1.3071,1.351,1.4532,1.5487,1.849,2.578,1.7697,2.2373,2.6196,2.8881,3.3364,3.2799,3.0366,2.6114,3.2842,2.6505,2.6364,2.4246,2.7108,3.6619,3.1388,3.3792,3.4227,3.5387,3.837,3.4301,3.6641,3.1824,3.3336,3.6036,3.9021,4.2581,4.4369,4.9275,5.2382,5.5389,4.4224,4.8625,4.7403,5.2577,6.8624,7.8188,7.3621,7.8527,8.7244,9.8454,10.0157,10.7601,11.3304,12.713,10.821,11.5402,11.6684
세르비아,15.6797,16.4332,16.8648,18.762,21.2546,21.8689,21.6725,21.8923,23.4178,24.2811,31.7214,34.1816,32.0381,38.2578,38.4147,40.0716,41.3459,40.1926,44.8964,48.8159,47.9812,52.2177,47.9451,51.6241,54.4375,55.5217,57.9715,56.582,58.3751,58.1892,57.8275,40.9582,43.6843,38.0957,37.0401,39.1408,45.8247,49.2646,51.8821,35.7907,44.9502,49.3079,52.2299,55.8235,60.1667,51.6341,60.8383,59.5544,51.7782,45.8951,45.6964,48.9571,43.7442,44.5691,37.208,43.7738,45.0398,45.5296,44.3204,44.2785,45.1698,43.9058,43.5066
세이셸,0,0,0,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.029312,0.032976,0.043968,0.047632,0.05496,0.058624,0.080608,0.084272,0.076944,0.12091,0.095264,0.098928,0.084272,0.098928,0.098928,0.15022,0.16488,0.20152,0.19786,0.2345,0.15022,0.17221,0.17221,0.1832,0.20152,0.19786,0.2345,0.2748,0.28946,0.30411,0.3151,0.34442,0.34808,0.34075,0.37006,0.38106,0.38472,0.40304,0.41403,0.43968,0.44334,0.4067,0.42502,0.41403,0.458,0.4983,0.55326,0.57525,0.6009,0.59357,0.60822,0.66261,0.65883
시에라리온,0.71448,0.28946,0.3261,0.37006,0.30411,0.28213,0.30045,0.25282,0.36274,1.0845,0.85738,0.80242,0.67784,0.53861,0.52029,0.52395,0.45067,0.51296,0.71082,0.67784,0.60822,0.6925,0.55326,0.68883,0.61555,0.66318,0.67418,0.4983,0.458,0.37373,0.4983,0.55693,0.28213,0.26381,0.2748,0.2235,0.23083,0.20518,0.21984,0.17587,0.27114,0.37006,0.50197,0.53494,0.52029,0.42502,0.57891,0.48731,0.50563,0.50197,0.54227,0.71082,0.83173,1.0479,1.1285,1.0845,1.1428,1.0882,1.0292,1.0039,1.0259,1.1098,1.1295
싱가포르,1.3923,2.0921,2.5134,3.3014,3.6017,2.4256,0.47892,2.8213,5.1335,6.8883,17.8327,16.2754,21.7202,20.6906,21.4271,23.8636,29.3376,27.6119,32.463,35.4198,30.4332,25.7066,28.3815,33.3974,31.9686,32.3971,34.1008,31.8108,35.2807,41.0038,43.5356,44.2355,47.4415,49.6619,60.0859,40.5458,48.0129,56.737,47.4122,49.2002,48.3941,49.2002,47.0934,49.4347,46.8589,41.5864,42.3082,30.7813,46.705,45.2504,43.0483,34.0166,50.7061,54.9087,52.1094,61.9253,40.2893,40.0145,50.0356,33.7784,54.8134,55.8307,53.2524
슬로바키아,31.6332,34.3386,36.5926,38.5213,40.0873,39.0487,38.8142,38.7248,40.525,43.0293,49.3452,51.764,52.246,52.4574,53.0578,55.5249,57.6978,59.4375,59.9733,58.41,59.1006,58.4546,57.8963,57.9776,59.9518,59.1453,59.5622,58.8634,57.8935,55.2497,61.4728,53.2864,48.8868,46.3512,43.757,44.1449,44.0261,44.0982,43.8273,43.0381,41.1388,43.2242,41.9781,42.3027,42.7924,42.7985,42.5638,40.9715,41.3643,37.6257,38.4086,37.9886,35.9133,35.5695,33.6586,34.4719,34.9144,36.1141,36.1055,33.7785,31.0966,35.1668,34.1517
슬로베니아,4.4468,4.6623,4.7836,5.3212,6.0301,6.2046,6.1472,6.2093,6.6397,6.884,9.0014,9.6947,9.0719,10.8383,10.8769,11.341,11.6954,11.3596,12.6922,13.8035,13.559,14.7417,13.5242,14.5671,15.3651,15.6738,16.3689,15.9559,16.5362,16.4556,15.0945,13.9734,13.8826,14.2462,14.6361,15.3542,15.9994,16.507,16.039,15.4125,15.0538,16.3028,16.5647,16.2715,16.7046,16.9324,17.1784,17.3429,18.2785,16.2041,16.4597,16.3588,15.7596,15.1283,13.5613,13.6455,14.4584,14.6167,14.5199,14.0394,12.8549,13.06,12.7148
솔로몬 제도,0.010992,0.014656,0.014656,0.014656,0.01832,0.025648,0.025648,0.032976,0.03664,0.03664,0.040304,0.047632,0.05496,0.065952,0.065952,0.058624,0.062288,0.080608,0.062288,0.10992,0.10259,0.13557,0.12091,0.1429,0.1429,0.15022,0.15389,0.16122,0.15755,0.16122,0.14656,0.15755,0.16122,0.17221,0.1832,0.19053,0.19786,0.20518,0.21618,0.21618,0.2235,0.2345,0.24549,0.25648,0.2748,0.28213,0.28946,0.30045,0.30778,0.31877,0.32976,0.34442,0.34808,0.37373,0.32976,0.29312,0.28946,0.28579,0.28946,0.29312,0.28946,0.30204,0.29863
소말리아,0.084272,0.087936,0.10626,0.10259,0.13557,0.1319,0.13923,0.22717,0.15389,0.16122,0.21618,0.18686,0.2345,0.26381,0.32976,0.50197,0.47998,0.79875,0.55693,0.48731,0.81341,0.2748,0.71814,0.93432,0.71448,0.85738,0.92333,0.99294,1.0037,0.95207,0.7822,0.70392,0.66609,0.62577,0.61842,0.58543,0.57525,0.53494,0.50563,0.48731,0.47632,0.4983,0.55693,0.56059,0.56059,0.56426,0.56426,0.60822,0.6009,0.59723,0.61189,0.61189,0.60822,0.63021,0.63021,0.63021,0.63754,0.63754,0.63754,0.63754,0.59723,0.65064,0.64692
남아프리카 공화국,97.8435,102.1198,105.67,109.7252,119.546,128.14,128.2349,133.7601,137.9538,143.1428,149.6182,168.4035,171.5536,173.3522,176.5443,185.0012,192.905,199.7346,201.8759,218.6672,228.1978,257.0752,280.4333,291.9021,315.593,323.8613,330.4971,328.6647,342.6547,340.711,312.9302,326.0267,301.3254,320.3453,338.6976,361.6936,363.7323,385.2227,377.2625,374.891,378.3069,371.624,356.5231,404.4097,449.307,416.2012,446.77,465.0446,495.1708,480.5725,462.9997,465.9078,458.9542,458.6282,471.866,446.221,456.9729,439.3801,435.2372,465.4293,434.8286,425.6277,404.054
대한민국,12.5401,14.4487,17.2616,21.0832,22.1952,24.9783,29.9822,35.1132,37.1971,42.4682,53.7164,58.5337,60.2471,72.9746,75.5505,81.6658,93.1046,105.4597,113.1193,132.8742,134.5244,139.5897,140.7819,149.1336,160.7005,168.7577,176.2972,185.3584,210.9535,223.5104,250.5108,275.6882,299.9054,330.174,355.6948,383.6655,420.9961,444.9676,378.0378,410.5188,439.9807,455.6306,476.0649,485.2128,491.3894,498.6883,503.4782,521.7087,532.6508,537.8198,594.3391,623.4428,627.943,634.5807,629.3665,634.1773,637.9141,654.5373,670.1687,646.1023,597.6343,616.075,600.9993
스페인,48.8656,53.6069,59.9758,58.7429,64.3238,71.0205,77.617,86.394,97.0172,96.7369,116.7665,128.4586,144.7163,154.9573,172.6657,181.0536,197.7459,194.8291,199.5139,202.7465,213.9119,206.0962,208.5985,203.4351,197.6672,199.9314,189.1127,189.5081,197.4579,224.8854,230.5002,240.2307,248.6318,240.0461,252.3,266.0349,253.4979,265.8322,274.6049,298.0747,310.0712,311.8085,331.9498,336.3322,353.011,368.3381,359.6534,367.3991,335.8873,296.5003,282.9371,283.7993,278.0604,251.9403,254.1797,270.7675,259.6294,273.5922,268.6005,250.6608,213.6254,230.2695,245.6138
스리랑카,2.2567,2.3336,2.5608,2.5315,2.2714,2.656,2.6597,2.9451,3.2381,4.3151,3.5931,3.1935,3.5379,3.6843,2.9293,2.893,2.7988,2.911,3.4355,3.809,3.3886,4.0056,4.4669,4.8549,3.8521,3.9166,3.6603,4.0269,3.4566,3.447,3.8308,4.1382,5.1063,4.9754,5.4352,5.8143,6.9706,7.5203,7.7359,8.5166,10.1341,10.3264,10.948,10.953,12.1474,11.9352,11.7925,12.1519,11.9873,12.9446,13.051,14.8862,15.7981,14.5105,17.42,19.6874,22.987,22.8729,20.0969,21.2322,20.6247,20.1186,17.3271
수단,1.2458,1.2694,1.36,1.538,1.7027,2.2233,2.4214,2.9185,2.8445,3.832,4.4467,4.5641,4.927,4.9705,5.2053,3.8822,3.4383,3.4844,3.1468,3.2669,3.427,3.3299,3.4989,3.571,3.2016,3.7204,3.8834,3.0612,4.4298,3.4308,4.7689,4.4665,3.9893,2.7463,3.8264,3.9506,4.0837,5.0076,4.3594,4.7393,5.2763,5.9999,7.6112,8.4903,10.8343,10.5278,11.5114,13.5247,14.1376,14.7622,15.026,14.6684,15.2134,17.0079,17.5356,21.1895,20.0377,20.493,21.7547,21.7725,20.5275,22.1851,22.0133
수리남,0.43235,0.42869,0.49464,0.53128,0.60456,0.79509,1.0955,1.3337,1.4509,1.5206,1.6085,1.7145,1.7438,2.1066,1.601,2.0187,1.9965,1.8975,2.3919,2.2928,2.3694,2.0283,1.8706,1.3721,1.552,1.5959,1.7569,1.7568,1.8739,1.8518,1.7374,2.0231,2.0305,2.0378,2.0423,2.0606,2.0825,2.1045,2.1045,2.1228,2.1923,2.3628,1.5601,1.5378,1.5558,1.5885,1.7386,1.7564,1.9316,1.9907,2.3701,2.755,2.4921,3.1474,3.2007,2.7134,2.9208,2.4264,2.0893,2.6358,2.9179,3.6826,3.5865
스와질란드,0.032976,0.003664,,,0.010992,0.080608,0.20152,0.22717,0.27846,0.30411,0.3664,0.39938,0.38106,0.37006,0.31144,0.33709,0.33342,0.34075,0.43968,0.44701,0.46533,0.43602,0.43602,0.27114,0.33342,0.43968,0.458,0.43602,0.43602,0.43602,0.95997,0.87203,0.83173,0.71082,1.0772,1.0626,0.78776,1.1432,1.1615,1.2384,1.2091,1.0955,1.0809,1.0039,1.0003,1.0149,1.0149,1.0406,1.0223,1.0589,0.99661,1.0076,1.1688,1.3996,0.76944,0.86837,1.0552,0.98562,1.0332,1.1212,1.0919,1.1314,1.265
스웨덴,49.1705,48.7995,51.2726,55.3131,60.3681,62.5622,72.5174,68.9297,77.606,86.3811,92.287,84.5089,84.7032,87.2895,79.8228,80.7601,88.2409,85.7404,79.4765,84.8686,71.7137,69.3885,62.2567,58.2683,57.3081,62.364,62.0098,59.6947,57.4251,55.5208,57.5099,57.7396,57.5672,57.5609,60.0145,59.5062,63.3811,58.3831,58.8018,55.9816,54.9301,55.8376,56.6854,57.2922,56.5169,53.8753,53.7381,52.9941,50.8669,47.2389,53.1204,49.211,46.7121,45.2021,43.4734,43.4187,43.4141,42.4566,42.0366,41.006,36.6865,38.5248,38.0505
스위스,19.4985,20.3609,24.1234,29.0704,28.1294,30.3289,31.4893,32.5194,35.9813,38.047,40.2443,41.888,42.9159,46.2027,41.4271,39.0514,40.4374,41.0381,42.1703,39.865,40.4906,38.8124,36.5857,40.0228,39.1287,39.7809,42.2466,40.2052,40.6624,39.4191,44.161,46.1369,46.0186,43.6058,42.6663,43.4078,44.0991,43.0352,44.6137,44.437,43.6142,45.0809,43.4609,44.6461,45.2314,45.7783,45.3677,43.3629,44.7058,43.5297,45.0433,40.9811,42.2487,43.1825,39.2286,38.7256,39.1786,38.1721,36.8673,36.7269,34.2352,35.7873,35.3802
시리아,3.2187,3.0609,3.1999,3.6063,4.3613,3.6723,4.9109,4.6032,5.9539,7.2326,6.6499,8.8742,7.7563,7.8852,9.6544,11.1712,13.7371,14.6324,15.1814,22.4846,20.7267,26.5346,24.3644,27.7745,32.849,29.3894,31.0732,35.9429,36.6791,34.2713,37.0453,42.2008,42.5617,45.2216,45.6501,46.0825,47.1277,49.2567,53.1584,55.1507,54.1711,50.951,40.3496,54.9779,51.2866,50.751,53.6637,66.6603,67.7556,62.9684,61.7219,58.8356,45.8502,34.0429,30.943,28.6033,26.9363,28.4437,32.4246,28.6771,26.3127,27.217,27.6353
타이완,11.8739,12.5285,14.1648,15.1086,16.9072,17.8448,19.4616,21.9699,24.1406,26.291,28.734,31.4749,35.8715,40.2449,39.3097,43.4541,56.1,61.13,71.0276,75.7658,83.5146,75.0519,75.3848,83.1381,84.8649,84.734,94.3334,98.2062,113.0934,123.1264,124.184,133.604,142.188,153.808,161.174,168.887,176.794,190.557,200.172,207.808,226.9,229.777,237.326,248.248,257.883,266.46,276.159,279.8,266.594,252.505,270.148,276.283,272.739,273.873,276.371,275.868,279.731,285.247,283.416,273.954,271.7888,291.2014,277.9009
타지키스탄,4.7138,4.8628,5.1066,5.4787,5.8282,6.1832,6.5308,6.8324,7.0278,7.3217,7.7027,8.1787,8.6102,8.9797,9.328,9.8093,10.1849,10.5307,10.8946,10.9823,11.4114,11.2008,11.411,11.5744,11.6767,12.5856,12.0419,11.8134,12.7567,12.659,11.9651,9.658,7.3081,5.1706,2.3551,2.4453,2.8238,2.1501,2.4967,2.5172,2.2339,2.2876,1.8772,2.0709,2.5605,2.4395,2.6552,3.2271,2.896,2.444,2.5364,2.3407,2.9334,2.9069,4.6001,5.3023,5.6925,6.858,8.0605,8.8568,9.2989,9.9804,10.0174
탄자니아,0.82806,0.70349,0.76578,0.80242,1.0332,1.1615,1.3701,1.7581,1.6518,1.7947,1.7654,2.4615,2.1645,3.1827,2.3035,2.2816,2.786,2.0076,2.1973,2.0628,1.8736,2.1068,2.1483,2.1963,2.347,2.3379,2.2776,2.3675,2.2717,2.1616,2.1123,2.2553,2.1776,2.426,2.0631,2.4339,2.5267,2.8244,2.4809,2.4588,2.5718,3.0408,3.4856,3.6872,4.2213,5.3558,5.8762,5.7061,5.9113,5.7672,6.923,7.5239,8.785,9.687,9.1984,9.7233,10.2135,11.2339,11.8379,13.7433,14.1687,15.4172,15.57
태국,3.7095,4.1407,5.0268,5.5616,7.4703,7.4402,9.4654,12.1501,17.0757,14.54,15.3525,19.2022,21.7595,24.3446,24.1038,24.2361,28.5547,31.8692,34.7412,36.3626,39.7175,37.5233,37.3118,41.746,45.1168,47.7917,48.7682,53.5713,60.4906,71.4038,86.5633,95.0448,105.5134,121.8551,136.87,153.65,173.5658,181.2027,159.704,167.2347,167.3521,172.2668,184.6655,191.0877,207.3307,214.3251,215.8247,224.0826,224.2487,228.8362,241.019,244.8782,262.3476,263.7535,272.4877,277.0987,284.0453,283.3476,288.3463,281.8703,271.852,267.219,270.7464
동티모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060535,0.15297,0.21986,0.11884,0.26188,0.24853,0.497,0.32115,0.31671,0.28807,0.28513,0.32178,0.31313,0.43389,0.5913,0.61874,0.62426,0.58962,0.64297,0.68967,0.61702,0.67543,0.64649,0.6637,0.66889
포장이요,0.065952,0.0916,0.087936,0.10626,0.1319,0.1319,0.17954,0.19786,0.19419,0.24182,0.2748,0.3151,0.40495,0.41164,0.39047,0.31144,0.32243,0.46166,0.35541,1.3813,0.79443,0.70648,0.81787,0.62363,0.69458,0.65903,0.84792,0.92498,0.96345,1.0242,0.97764,1.0498,1.0305,1.0688,1.0067,1.1747,1.2652,0.87899,1.29,1.8504,1.3314,1.1589,1.3225,1.8047,1.7439,1.7216,1.5005,1.5168,1.5228,2.7408,2.5957,2.5039,2.2156,1.6426,1.5419,1.8633,2.312,1.9914,2.1652,2.415,2.3812,2.5559,2.5756
통가,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.014656,0.010992,0.025648,0.01832,0.021984,0.025648,0.021984,0.032976,0.029312,0.029312,0.03664,0.040304,0.040304,0.047632,0.043968,0.047632,0.047632,0.047632,0.047632,0.05496,0.069616,0.069616,0.084272,0.087936,0.069616,0.084272,0.0916,0.095264,0.076944,0.098928,0.087936,0.10992,0.095264,0.087936,0.10259,0.11725,0.10992,0.11358,0.12824,0.11358,0.12091,0.1319,0.11725,0.10259,0.10626,0.11358,0.11358,0.11725,0.12458,0.13557,0.13557,0.16122,0.1832,0.19116,0.18901
트리니다드 토바고,2.5787,4.5979,7.2321,1.6775,3.7915,5.1911,4.0515,4.6342,4.0369,3.9012,8.9904,8.0964,8.2355,9.3898,10.042,9.6133,15.9108,16.1593,15.3119,16.7071,16.9194,17.2424,18.4052,16.2755,17.5044,20.7231,17.3548,17.4891,15.8331,16.105,16.9812,16.9682,19.1028,17.4112,15.3494,14.7325,18.4583,18.9112,19.9052,22.5944,24.3663,26.7564,28.7018,32.3913,32.7113,38.2268,42.727,45.5821,44.4646,44.4421,47.1118,47.0673,46.1759,45.8236,46.8917,45.5597,39.8931,40.3179,40.3279,40.7829,35.0297,35.5325,34.3317
튀니지,1.7241,1.7647,1.7939,1.9441,2.7535,2.4604,2.8816,3.0832,3.5923,3.8521,3.7387,4.2081,4.7325,4.8248,5.3932,5.544,5.8448,6.7542,7.4886,8.7703,9.4956,9.8395,9.5319,11.3193,11.5631,11.9605,12.0872,11.7798,12.4952,13.2682,13.4832,16.0055,15.275,16.6166,16.135,16.2717,16.6192,17.2185,17.7877,18.6398,19.5546,20.4296,20.6802,21.1424,22.0946,22.549,22.9699,24.591,25.5408,25.4216,28.1378,26.4364,28.4559,28.333,29.6921,31.418,30.5918,31.2716,31.1341,30.3535,28.4935,35.2443,35.5768
튀르키예,16.7985,17.3408,21.6045,22.6399,26.303,27.353,31.5058,33.4791,36.2655,38.7527,42.5792,47.6382,53.7218,59.31,60.9286,65.4193,73.3594,81.1207,76.7139,75.0378,75.2123,79.186,86.21,89.8122,94.906,105.6624,115.6179,128.4422,124.7275,137.5699,151.615,158.1263,164.0649,171.1389,167.5656,181.3553,199.6467,212.1082,212.135,207.9279,229.9367,213.5812,221.2256,236.7656,244.7686,264.8706,282.3683,313.6934,310.6221,316.4123,316.193,342.0573,356.1072,347.3318,364.0283,384.9297,405.9502,430.9009,422.0586,402.6923,412.9269,452.7028,435.6846
투르크메니스탄,11.9243,12.3196,12.9564,13.9195,14.8253,15.7372,16.6273,17.4075,17.9185,18.677,19.632,20.8626,21.9684,22.9185,23.8157,25.0525,26.0139,26.8972,27.8275,28.0533,29.1418,28.6149,29.1531,29.572,29.8383,32.1568,35.5165,35.7906,36.9726,37.4482,31.7025,32.4223,31.9942,27.5164,34.2161,34.5692,31.6542,31.1961,33.4455,39.7969,39.3615,34.0342,30.1308,40.5676,49.3551,47.9287,49.4996,49.1829,59.4384,52.4624,59.1841,65.1551,66.9386,64.3396,62.7993,64.3228,64.4503,64.3599,63.7602,65.3246,67.6975,69.9747,70.9583
터크스 케이코스 제도,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062288,0.062288,0.065952,0.065952,0.069616,0.069616,0.069616,0.084272,0.087936,0.098928,0.10992,0.11358,0.15022,0.15755,0.16122,0.19053,0.21618,0.25282,0.26381,0.2748,0.28213,0.28213,0.28213,0.28579,0.30778,0.31144,0.32976,0.35174,0.36274,0.36274,0.35907,0.34601,0.3492
투발루,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.010992,0.010992,0.007328,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.01147,0.01134
우간다,0.42106,0.40644,0.42845,0.43214,0.49068,0.62601,0.73232,0.80918,0.98133,1.1754,1.4428,1.4377,1.3784,1.1764,1.1897,1.1286,0.98538,0.80197,0.69517,0.67087,0.62602,0.52705,0.5447,0.61355,0.58042,0.61691,0.70186,0.76857,0.86287,0.80049,0.76085,0.77981,0.79779,0.79746,0.70818,0.92548,1.0181,1.0619,1.2088,1.2547,1.3609,1.4171,1.4462,1.5127,1.6075,2.0179,2.3834,2.71,2.7796,2.9998,3.5696,3.8241,3.627,3.7545,4.0897,4.5256,4.7954,5.3879,5.523,5.7319,5.5384,6.0528,6.0218
우크라이나,280.8913,289.6136,303.8834,325.8565,346.5086,367.5266,388.0758,405.7216,417.0527,434.2992,456.82,484.7373,510.0011,531.4976,551.676,579.8664,602.1724,622.6058,643.9185,649.2624,674.8597,661.7743,674.3198,683.808,689.8369,744.2342,740.6628,733.8317,727.3576,683.1609,706.2269,632.9241,589.2828,510.3204,419.4921,390.0721,351.7697,340.5144,328.8076,298.5789,285.6742,303.8913,295.9009,307.2454,310.6258,313.5306,333.0616,336.8196,325.9834,277.5934,294.3658,308.3764,304.4241,297.479,257.639,223.7876,233.961,223.0808,231.6638,221.9432,206.8238,210.1533,141.253
아랍에미리트,0.010992,0.010992,0.01832,0.021984,0.01832,0.021984,0.025648,0.916,1.2421,20.5074,15.2349,21.1669,23.4349,30.6054,31.3016,31.0451,39.617,38.7513,44.7536,36.5465,36.8234,36.7669,36.7528,35.2205,46.1556,49.6525,47.0301,47.4504,48.0956,54.1861,51.7038,56.6734,57.7571,65.5656,75.0105,72.4635,75.4122,72.9195,80.1063,77.3162,111.8131,101.418,84.6491,106.4431,111.7026,114.3994,121.7051,133.1245,153.6835,168.0133,184.8423,197.5731,207.3923,213.3351,209.983,225.6836,226.6047,212.4904,209.2785,219.5566,216.7683,237.249,243.8952
영국,584.02,588.6148,592.9315,603.3857,607.866,622.1116,618.0747,592.057,606.4883,628.3825,652.5774,660.3882,648.0263,659.5771,617.1836,603.247,598.526,604.3617,604.7135,644.5128,579.0354,560.5545,548.2404,545.4851,529.1082,559.6273,568.554,571.6676,570.2937,581.5761,601.9451,609.4127,593.8459,579.6125,574.0169,566.159,586.7607,562.7081,568.5437,561.6496,569.0337,577.9706,560.2732,571.6188,573.4298,570.3384,567.8457,559.5665,544.9324,494.1077,511.9046,469.7133,487.4768,477.6113,438.8071,422.4608,399.4301,387.3671,379.7298,364.7533,326.2632,347.4651,318.6544
미국,2897.3153,2886.8727,2993.902,3126.4875,3264.3138,3399.5468,3571.4213,3705.461,3840.9196,4035.1453,4339.686,4365.4653,4573.0154,4785.103,4621.0998,4478.2749,4747.8174,4889.6653,4941.4227,5008.6418,4808.5564,4686.4202,4447.2979,4429.4231,4662.1745,4652.633,4663.4296,4825.7117,5050.5434,5132.2063,5120.9572,5062.9567,5174.2275,5272.8508,5364.2793,5425.2597,5612.9828,5688.1425,5733.2806,5803.9178,6010.1359,5907.7399,5946.3081,6010.1455,6112.6546,6132.1833,6052.6862,6130.1228,5915.1185,5480.7257,5679.7152,5546.1161,5344.086,5480.1565,5528.6811,5376.4731,5252.9322,5212.1623,5377.7974,5262.1451,4714.628,5032.2128,5057.3038
우루과이,4.3145,4.1168,4.0069,4.3148,4.5527,5.5163,5.3988,4.8788,4.8784,5.5894,5.7358,5.8019,6.0694,5.7687,5.677,5.9624,5.8871,5.6396,5.7293,6.2624,5.8185,5.356,4.8538,3.8035,3.4382,3.2838,3.1649,3.5425,4.786,4.8526,3.9673,4.5277,5.1429,4.4392,4.0304,4.5572,5.4052,5.5137,5.6388,6.6822,5.268,5.0304,4.5578,4.5269,5.5648,5.7267,6.5971,5.9475,8.2016,7.9468,6.298,7.6526,8.5918,7.4924,6.6843,6.742,6.5212,6.1626,6.571,6.4899,6.4772,8.1022,7.8931
우즈베키스탄,36.4939,37.763,39.7706,42.8006,45.6612,48.5099,51.2764,53.7164,55.3354,57.7054,60.5621,64.4233,67.7923,70.695,73.4305,77.221,80.2004,82.9177,85.7766,86.4646,89.7859,88.1935,89.8752,91.1682,92.0125,99.1794,95.3849,97.4991,100.7218,104.0467,103.7834,102.2889,110.9843,115.6172,109.785,104.8029,108.1842,109.0278,120.9748,123.5866,123.4773,126.2212,132.5752,130.2944,129.0976,121.5999,124.9005,123.8208,128.3883,109.2274,107.6659,116.7561,118.8547,112.282,107.3995,103.6959,110.1391,108.9309,102.2881,108.4291,109.632,116.3879,120.6102
바누아투,0,0,0.040304,0.032976,0.062288,0.047632,0.076944,0.084272,0.062288,0.043968,0.040304,0.058624,0.062288,0.05496,0.062288,0.05496,0.043968,0.051296,0.058624,0.062288,0.062288,0.051296,0.051296,0.05496,0.05496,0.12091,0.058624,0.047632,0.065952,0.062288,0.065952,0.065952,0.065952,0.065952,0.065952,0.065952,0.084272,0.087936,0.084272,0.087936,0.087936,0.0916,0.084272,0.084272,0.058624,0.058624,0.047632,0.098928,0.095264,0.12091,0.12091,0.13557,0.11725,0.10992,0.15755,0.13557,0.15022,0.1429,0.17954,0.16488,0.20152,0.21028,0.20791
베네수엘라,57.0168,51.8798,54.0561,56.1517,56.55,60.7296,56.974,65.7524,65.5721,68.9332,74.4894,62.5002,62.5141,66.4329,75.0576,63.7504,57.2734,63.6501,68.5914,76.4474,90.6406,91.7916,93.201,92.9079,93.0029,101.0265,109.2398,110.6611,115.7518,108.5711,121.823,115.0522,105.5768,123.9663,119.7653,124.7308,118.2533,129.667,170.3671,143.0497,142.8349,130.5339,164.1529,154.2622,142.7669,148.3106,155.5969,153.9621,155.5052,151.8482,189.3167,168.4131,175.7196,198.427,175.9614,165.8531,152.3853,138.2269,100.7345,87.6116,61.9562,71.6132,76.892
베트남,7.4839,7.9783,9.3377,9.1104,11.7878,13.1499,19.1811,22.9622,23.6009,27.0556,28.173,24.5036,23.0348,25.0679,19.058,21.7714,13.8987,15.2468,15.3877,16.2497,16.789,17.6954,18.3416,19.2697,17.4952,21.0974,20.5847,23.2969,23.0725,17.3979,21.2986,21.3755,21.4665,22.853,27.3622,30.0888,35.4815,45.5021,47.8664,48.5483,53.9355,60.9838,69.5278,77.2616,88.9392,95.8457,99.6523,101.4295,114.3027,124.4934,139.5638,152.5603,144.2772,151.438,181.8429,215.462,223.2039,229.6425,257.7223,341.7888,363.3427,352.553,343.6066
왈리스 제도와 후투나 제도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01832,0.01832,0.01832,0.01832,0.01832,0.01832,0.021984,0.021984,0.021984,0.025648,0.025648,0.025648,0.025648,0.025648,0.025648,0.029312,0.029312,0.029312,0.021984,0.029312,0.029312,0.025648,0.025648,0.021984,0.021984,0.021984,0.025648,0.025648,0.025648,0.025648,0.025648,0.026763,0.026461
서사하라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
